MONTH,DAY,WEEKDAY,AIRLINE,ORG_AIR,DEST_AIR,SCHED_DEP,DEP_DELAY,AIR_TIME,DIST,SCHED_ARR,ARR_DELAY
7,28,2,WN,LAS,SJC,1350,8.0,60.0,386,1515,-5.0
7,28,2,EV,ATL,MOB,1400,-5.0,53.0,302,1412,1.0
7,28,2,UA,SFO,AUS,1049,23.0,190.0,1504,1628,15.0
7,29,3,UA,SFO,IAD,1308,66.0,271.0,2419,2120,54.0
7,29,3,DL,ATL,SHV,1548,-2.0,75.0,551,1635,0.0
7,29,3,EV,ORD,PIA,1426,130.0,30.0,130,1523,130.0
7,29,3,WN,DEN,IAD,1025,18.0,175.0,1452,1550,0.0
7,29,3,DL,ATL,MYR,955,-2.0,48.0,317,1111,-7.0
7,30,4,WN,ATL,RSW,1340,44.0,76.0,515,1520,39.0
7,30,4,DL,SFO,MSP,1107,-6.0,178.0,1589,1645,-20.0
7,30,4,MQ,DFW,GJT,1830,-6.0,109.0,773,1949,-3.0
7,31,5,WN,ATL,TPA,1355,15.0,61.0,406,1525,6.0
7,31,5,UA,LAS,IAH,1508,11.0,171.0,1222,2021,9.0
7,31,5,AA,PHX,BWI,1520,26.0,230.0,1999,2246,25.0
7,31,5,DL,LAX,ATL,1615,-4.0,231.0,1947,2340,-18.0
8,1,6,UA,SFO,IAD,844,1.0,267.0,2419,1658,-27.0
8,1,6,EV,ORD,FAR,1546,-7.0,87.0,557,1746,-4.0
8,1,6,AA,DFW,MCO,1015,40.0,143.0,985,1355,74.0
8,1,6,DL,DFW,ATL,1716,-5.0,113.0,731,2032,-3.0
8,2,7,UA,ATL,EWR,2030,6.0,101.0,746,2259,2.0
8,2,7,EV,ORD,CRW,2059,,,416,2333,
8,2,7,AA,DFW,SMF,910,-4.0,178.0,1431,1054,-18.0
8,2,7,MQ,DFW,SAV,1505,-1.0,120.0,925,1836,-9.0
8,3,1,DL,ATL,MIA,2205,-2.0,83.0,594,2358,-10.0
8,3,1,OO,DEN,PSC,2205,-2.0,128.0,852,2328,9.0
8,3,1,OO,MSP,GTF,1120,9.0,121.0,887,1255,7.0
8,4,2,AA,PHX,CLT,1000,-1.0,208.0,1773,1708,-17.0
8,4,2,UA,SFO,JFK,1253,17.0,287.0,2586,2140,-3.0
8,4,2,UA,SFO,HNL,1055,9.0,294.0,2398,1319,4.0
8,4,2,UA,SFO,SAN,600,-8.0,68.0,447,741,-25.0
8,5,3,UA,IAH,ATL,1539,-1.0,95.0,689,1854,-15.0
8,5,3,NK,DFW,ORD,1637,11.0,121.0,802,1858,13.0
8,5,3,WN,SFO,SAN,910,1.0,70.0,447,1050,10.0
8,5,3,DL,ATL,BOS,1005,-3.0,126.0,946,1246,-12.0
8,6,4,VX,SFO,EWR,1440,3.0,289.0,2565,2259,0.0
8,6,4,WN,ATL,RIC,1340,14.0,71.0,481,1520,21.0
8,6,4,WN,ATL,DCA,2050,-1.0,78.0,547,2230,2.0
8,6,4,UA,SFO,PDX,1752,-4.0,75.0,550,1941,-9.0
8,7,5,AA,LAX,DFW,1410,-5.0,153.0,1235,1931,-18.0
8,7,5,OO,ORD,MKE,1302,-5.0,22.0,67,1350,-3.0
8,7,5,AA,DFW,SLC,1715,1.0,137.0,989,1906,-4.0
8,8,6,UA,LAX,DEN,1547,25.0,102.0,862,1910,6.0
8,8,6,EV,DFW,IAH,1427,-7.0,43.0,224,1541,-16.0
8,8,6,F9,DEN,MKE,830,-9.0,113.0,896,1147,-12.0
8,8,6,WN,LAX,SFO,1450,,,337,1605,
8,9,7,UA,ORD,MSY,857,1.0,103.0,837,1118,-17.0
8,9,7,AA,DFW,MCO,1015,-5.0,131.0,985,1355,-10.0
8,9,7,AA,ORD,SEA,2035,18.0,240.0,1721,2316,0.0
8,10,1,OO,DEN,FAT,1515,-3.0,119.0,844,1638,0.0
8,10,1,VX,LAX,EWR,2330,-10.0,272.0,2454,750,-15.0
8,10,1,UA,ORD,LGA,945,19.0,90.0,733,1259,4.0
8,10,1,VX,LAX,SEA,745,0.0,126.0,954,1015,-1.0
8,11,2,DL,LAX,MSP,1740,26.0,174.0,1535,2313,3.0
8,11,2,DL,ATL,JFK,950,-3.0,107.0,760,1215,-4.0
8,11,2,UA,SFO,DEN,808,-11.0,118.0,967,1144,-26.0
8,11,2,DL,ATL,BOS,2030,-1.0,122.0,946,2309,-6.0
8,11,2,AA,LAX,ATL,2230,-2.0,238.0,1947,606,-18.0
8,12,3,WN,LAS,PDX,1955,1.0,100.0,763,2210,-22.0
8,12,3,WN,LAS,SLC,2110,0.0,55.0,368,2325,-4.0
8,12,3,EV,ORD,LEX,1353,-5.0,50.0,323,1610,-8.0
8,12,3,F9,SFO,DEN,600,-4.0,120.0,967,932,-11.0
8,13,4,OO,DEN,FAT,1515,10.0,119.0,844,1638,18.0
8,13,4,EV,ATL,CHA,1835,-3.0,24.0,106,1927,-6.0
8,13,4,F9,DEN,LAS,2137,56.0,91.0,628,2225,86.0
8,13,4,DL,DEN,SLC,1915,-2.0,58.0,391,2047,1.0
8,14,5,DL,ATL,RIC,1205,-1.0,66.0,481,1339,-10.0
8,14,5,DL,ATL,MIA,1345,-2.0,88.0,594,1550,-18.0
8,14,5,MQ,DFW,GGG,1700,4.0,28.0,140,1758,8.0
8,14,5,UA,ORD,CLE,1554,-2.0,54.0,315,1816,-7.0
8,15,6,OO,DEN,MFR,1113,-8.0,136.0,964,1300,-16.0
8,15,6,EV,DFW,TYS,1815,-5.0,106.0,772,2122,-12.0
8,15,6,AA,LAX,AUS,1845,-6.0,157.0,1242,2355,-21.0
8,16,7,OO,SFO,MRY,2230,-6.0,20.0,77,2320,-17.0
8,16,7,UA,SFO,ORD,18,122.0,211.0,1846,634,100.0
8,16,7,EV,IAH,PNS,715,13.0,72.0,489,852,15.0
8,16,7,AA,DFW,ABQ,1855,81.0,79.0,569,1951,64.0
8,17,1,EV,DFW,LCH,1551,-6.0,61.0,295,1706,4.0
8,17,1,OO,SFO,MFR,1246,-7.0,52.0,329,1411,-23.0
8,17,1,AA,LAX,MIA,10,0.0,280.0,2342,822,1.0
8,17,1,UA,IAH,DTW,1737,4.0,148.0,1075,2128,12.0
8,18,2,AS,SFO,SLC,2120,-10.0,81.0,599,9,-18.0
8,18,2,EV,ORD,BTV,842,-3.0,98.0,763,1148,-14.0
8,18,2,MQ,DFW,HOU,1615,134.0,43.0,247,1722,123.0
8,19,3,EV,DFW,LEX,2020,25.0,107.0,785,2340,18.0
8,19,3,OO,IAH,SAT,1541,13.0,52.0,191,1643,31.0
8,19,3,DL,MSP,DTW,655,16.0,71.0,528,932,15.0
8,19,3,DL,ATL,PHX,1635,0.0,213.0,1587,1738,28.0
8,20,4,OO,MSP,GFK,916,-1.0,54.0,284,1034,-10.0
8,20,4,OO,DEN,XNA,1008,16.0,75.0,616,1259,6.0
8,20,4,AA,PHX,BOS,1230,99.0,262.0,2300,2031,80.0
8,21,5,OO,IAH,DFW,1430,2.0,44.0,224,1546,-9.0
8,21,5,UA,ORD,DEN,2240,-5.0,118.0,888,14,-20.0
8,21,5,AA,ORD,MCO,1217,52.0,125.0,1005,1605,26.0
8,21,5,EV,ORD,DAY,1045,1.0,48.0,240,1251,7.0
8,22,6,AA,ORD,PHX,1530,0.0,188.0,1440,1719,-25.0
8,22,6,DL,ATL,ELP,1100,-3.0,163.0,1282,1209,-12.0
8,22,6,DL,ATL,RSW,1921,-2.0,73.0,515,2104,-7.0
8,23,7,EV,ORD,GSP,1851,18.0,74.0,578,2137,9.0
8,23,7,AA,DFW,MCI,1210,-6.0,76.0,460,1352,-8.0
8,23,7,DL,ORD,ATL,1010,-6.0,86.0,606,1308,-20.0
8,24,1,UA,ORD,CLT,1735,23.0,82.0,599,2036,12.0
8,24,1,EV,MSP,FSD,1128,0.0,34.0,196,1228,2.0
8,24,1,DL,ATL,LEX,2308,-9.0,45.0,304,16,-18.0
8,24,1,DL,LAX,DTW,2320,-2.0,227.0,1979,642,-11.0
8,25,2,UA,LAX,OGG,1733,49.0,309.0,2486,2016,36.0
8,25,2,WN,PHX,OAK,1710,56.0,90.0,646,1905,52.0
8,25,2,WN,LAX,MDW,845,0.0,207.0,1750,1440,3.0
8,25,2,EV,ATL,CHO,1454,-5.0,68.0,457,1626,-13.0
8,26,3,UA,LAX,IAH,645,-5.0,170.0,1379,1202,-3.0
8,26,3,DL,ATL,DAY,815,-3.0,59.0,432,942,3.0
8,26,3,AA,SFO,JFK,845,-5.0,297.0,2586,1742,-39.0
8,27,4,EV,ORD,CAK,737,-6.0,57.0,343,956,-9.0
8,27,4,UA,SFO,IAH,734,-6.0,196.0,1635,1330,-12.0
8,27,4,DL,ATL,TPA,2042,-2.0,60.0,406,2209,-16.0
8,27,4,OO,MSP,ABR,2148,-10.0,43.0,257,2259,-20.0
8,28,5,OO,ORD,MBS,1012,-9.0,41.0,222,1219,-15.0
8,28,5,OO,DFW,LAX,1621,-10.0,168.0,1235,1744,-19.0
8,28,5,DL,MSP,ORD,1937,0.0,66.0,334,2104,17.0
8,29,6,AA,IAH,DFW,1749,-8.0,43.0,224,1906,-9.0
8,29,6,AA,LAX,DFW,1534,14.0,161.0,1235,2052,7.0
8,29,6,WN,DEN,MDW,730,-4.0,122.0,895,1050,-5.0
8,30,7,WN,DEN,DAL,1350,-1.0,89.0,651,1645,-7.0
8,30,7,UA,DEN,ORD,1516,-1.0,120.0,888,1846,-13.0
8,30,7,F9,ORD,LAS,2000,17.0,193.0,1514,2155,4.0
8,31,1,WN,LAX,PHX,1100,12.0,54.0,370,1215,13.0
8,31,1,DL,ATL,TYS,1735,12.0,29.0,152,1835,-4.0
8,31,1,MQ,DFW,PIA,2020,-5.0,103.0,672,2226,-15.0
8,31,1,EV,IAH,LBB,1432,-3.0,72.0,458,1609,-11.0
9,1,2,AA,IAH,DFW,1606,-5.0,42.0,224,1725,-13.0
9,1,2,AA,DFW,BOS,1155,0.0,190.0,1562,1644,-15.0
9,1,2,UA,SFO,PDX,806,-1.0,75.0,550,956,-16.0
9,1,2,WN,ATL,PIT,1005,-3.0,73.0,526,1150,-19.0
9,2,3,VX,LAX,EWR,2335,-5.0,286.0,2454,750,-13.0
9,2,3,AA,DFW,MCO,1350,1.0,137.0,985,1734,-4.0
9,2,3,AA,IAH,DFW,945,-7.0,39.0,224,1104,-24.0
9,2,3,MQ,DFW,ABI,2005,-4.0,27.0,158,2059,-16.0
9,3,4,MQ,ORD,FSD,1315,-7.0,73.0,462,1456,-19.0
9,3,4,OO,ORD,MKE,1412,5.0,23.0,67,1458,7.0
9,3,4,DL,ATL,DTW,1455,-1.0,105.0,594,1654,39.0
9,3,4,F9,ORD,PHL,1915,-8.0,108.0,678,2210,52.0
9,4,5,AA,PHX,SAN,2010,-4.0,50.0,304,2121,-5.0
9,4,5,UA,DEN,MCO,1552,-2.0,177.0,1546,2127,-23.0
9,4,5,AA,DFW,ORD,1205,0.0,111.0,802,1440,9.0
9,5,6,AA,PHX,CMH,850,-4.0,197.0,1670,1546,-15.0
9,5,6,UA,ORD,IAH,619,1.0,116.0,925,905,-23.0
9,5,6,MQ,DFW,SAF,1525,-4.0,77.0,551,1618,-18.0
9,6,7,EV,IAH,AEX,1537,-4.0,45.0,190,1636,8.0
9,6,7,F9,ATL,MSP,605,98.0,153.0,907,740,138.0
9,6,7,UA,ORD,PDX,1550,3.0,242.0,1739,1817,1.0
9,7,1,DL,ATL,ECP,1355,-1.0,40.0,240,1406,-8.0
9,7,1,OO,SFO,SEA,1550,-6.0,104.0,679,1755,-5.0
9,7,1,UA,DEN,LAX,600,-5.0,121.0,862,730,-17.0
9,7,1,OO,PHX,SEA,1109,-2.0,159.0,1107,1411,-4.0
9,8,2,OO,PHX,MRY,1340,-8.0,99.0,598,1531,1.0
9,8,2,EV,IAH,CRP,1735,-3.0,37.0,201,1840,-17.0
9,8,2,DL,ORD,DTW,1025,16.0,45.0,235,1242,7.0
9,9,3,NK,MSP,DEN,1444,8.0,101.0,680,1550,5.0
9,9,3,WN,LAS,SJC,1405,-4.0,57.0,386,1530,-13.0
9,9,3,DL,ATL,TPA,730,-2.0,63.0,406,850,-1.0
9,10,4,MQ,ORD,RST,1700,-2.0,50.0,268,1818,-8.0
9,10,4,AA,DFW,LGA,1201,,,1389,1630,
9,10,4,EV,DFW,BPT,1635,35.0,54.0,270,1745,54.0
9,10,4,MQ,ORD,OKC,1340,-3.0,94.0,693,1550,2.0
9,11,5,MQ,ORD,PIT,1515,40.0,56.0,413,1752,29.0
9,11,5,OO,MSP,GRR,1005,0.0,54.0,408,1235,-12.0
9,11,5,B6,LAS,JFK,2245,4.0,277.0,2248,638,6.0
9,11,5,EV,ORD,PIA,917,-7.0,32.0,130,1012,-7.0
9,12,6,DL,LAX,JFK,610,-5.0,304.0,2475,1437,-1.0
9,12,6,DL,ATL,PHX,1635,-1.0,208.0,1587,1733,-14.0
9,12,6,WN,ATL,RDU,1400,-1.0,60.0,356,1520,1.0
9,13,7,UA,ORD,IAH,1609,10.0,117.0,925,1852,-15.0
9,13,7,OO,LAX,SJC,1549,-9.0,49.0,308,1705,0.0
9,13,7,DL,MSP,FCA,1132,-4.0,143.0,1026,1324,-20.0
9,14,1,AA,DFW,MFE,1520,130.0,65.0,469,1656,116.0
9,14,1,OO,LAX,FAT,1940,36.0,43.0,209,2046,27.0
9,14,1,DL,MSP,DCA,655,-2.0,119.0,931,1019,-13.0
9,14,1,WN,PHX,SAN,2055,13.0,50.0,304,2200,22.0
9,15,2,DL,ATL,CVG,940,1.0,57.0,373,1104,-10.0
9,15,2,UA,LAS,ORD,709,38.0,181.0,1514,1250,22.0
9,15,2,AA,IAH,DFW,1052,-9.0,41.0,224,1213,-23.0
9,15,2,F9,ORD,SFO,2120,-6.0,250.0,1846,2358,0.0
9,16,3,EV,ATL,VLD,2107,-3.0,41.0,208,2209,2.0
9,16,3,WN,LAX,AUS,835,2.0,151.0,1242,1330,-7.0
9,16,3,AA,PHX,SMF,1335,103.0,98.0,647,1532,100.0
9,17,4,DL,ATL,MCO,2305,3.0,59.0,404,21,1.0
9,17,4,AA,DFW,BDL,1205,66.0,191.0,1471,1635,64.0
9,17,4,WN,LAS,DAL,955,4.0,133.0,1067,1440,-10.0
9,17,4,DL,ATL,MSY,1050,6.0,66.0,425,1121,5.0
9,18,5,UA,IAH,EWR,1552,0.0,190.0,1400,2033,-14.0
9,18,5,AA,PHX,SAN,2010,2.0,46.0,304,2124,-9.0
9,18,5,OO,IAH,MSY,1540,2.0,47.0,305,1653,-3.0
9,19,6,NK,DFW,MCO,1601,-8.0,127.0,985,1931,3.0
9,19,6,OO,DEN,GTF,1850,108.0,88.0,624,2046,102.0
9,19,6,AS,DFW,SEA,1335,-5.0,213.0,1660,1540,-20.0
9,20,7,AA,DFW,DCA,1325,0.0,139.0,1192,1727,-6.0
9,20,7,MQ,ORD,BMI,1655,-1.0,23.0,116,1756,-15.0
9,20,7,EV,IAH,MCI,723,-6.0,104.0,643,930,-13.0
9,20,7,EV,IAH,TYR,1540,-2.0,31.0,163,1641,-10.0
9,21,1,NK,DFW,MCO,1601,-3.0,130.0,985,1931,2.0
9,21,1,DL,ATL,ORF,1025,-2.0,70.0,516,1158,-7.0
9,21,1,DL,ATL,AUS,1006,2.0,113.0,813,1125,3.0
9,21,1,WN,DEN,MDW,1905,-2.0,107.0,895,2220,-17.0
9,22,2,AA,PHX,PHL,700,-6.0,235.0,2075,1429,-20.0
9,22,2,EV,ATL,CSG,1000,-8.0,25.0,83,1046,-6.0
9,22,2,AS,LAX,SEA,1420,-14.0,126.0,954,1658,-18.0
9,23,3,WN,ATL,MSY,820,-7.0,61.0,425,850,-9.0
9,23,3,AA,DFW,SJC,1720,10.0,193.0,1438,1905,2.0
9,23,3,EV,ATL,AGS,1344,-5.0,27.0,143,1434,-8.0
9,24,4,MQ,ORD,SGF,1325,0.0,64.0,438,1510,-24.0
9,24,4,VX,SFO,ORD,1115,-4.0,219.0,1846,1725,-10.0
9,24,4,WN,LAX,MSY,1400,10.0,196.0,1670,1940,4.0
9,24,4,F9,DEN,DCA,1635,-2.0,200.0,1476,2156,16.0
9,25,5,AA,LAS,JFK,1110,-5.0,280.0,2248,1924,-18.0
9,25,5,OO,ORD,CHS,602,-2.0,105.0,760,909,-1.0
9,25,5,EV,IAH,LBB,1435,-7.0,67.0,458,1612,-14.0
9,26,6,AA,PHX,SFO,740,-5.0,96.0,651,949,-20.0
9,26,6,EV,ORD,CLT,1735,-2.0,89.0,599,2040,5.0
9,26,6,WN,DEN,MSP,1855,-7.0,91.0,680,2145,-8.0
9,27,7,EV,ORD,CAE,1357,-3.0,95.0,667,1653,12.0
9,27,7,DL,ATL,MSP,1052,-1.0,125.0,907,1224,-12.0
9,27,7,DL,ATL,DCA,2155,-3.0,72.0,547,2338,-11.0
9,27,7,WN,PHX,SJC,1710,-3.0,90.0,621,1900,-11.0
9,28,1,UA,IAH,ATL,1603,-3.0,91.0,689,1916,-13.0
9,28,1,WN,LAX,SFO,1705,-1.0,57.0,337,1820,-4.0
9,28,1,MQ,ORD,EWR,600,-6.0,104.0,719,904,-3.0
9,29,2,UA,ORD,BTV,1740,-1.0,93.0,763,2042,-4.0
9,29,2,UA,LAS,LAX,612,-3.0,42.0,236,730,-4.0
9,29,2,OO,ATL,ORD,717,-2.0,102.0,606,822,-3.0
9,29,2,WN,LAX,SLC,830,1.0,84.0,590,1110,-4.0
9,30,3,MQ,DFW,OKC,1726,17.0,30.0,175,1826,4.0
9,30,3,EV,ORD,OKC,910,-7.0,105.0,693,1122,-9.0
9,30,3,EV,DFW,TLH,1835,34.0,99.0,767,2148,24.0
9,30,3,DL,ATL,PHL,1340,94.0,98.0,666,1551,86.0
11,1,7,DL,SFO,MSP,1235,-6.0,170.0,1589,1809,-20.0
11,1,7,VX,LAS,SFO,2145,48.0,70.0,414,2315,46.0
11,1,7,WN,ATL,PHX,935,3.0,217.0,1587,1200,-27.0
11,2,1,DL,ATL,SEA,940,-1.0,302.0,2182,1215,-13.0
11,2,1,UA,MSP,DEN,600,-3.0,104.0,680,720,-19.0
11,2,1,WN,PHX,LAS,1820,0.0,46.0,255,1825,3.0
11,2,1,EV,ORD,CAE,1738,0.0,87.0,666,2032,22.0
11,3,2,MQ,ORD,DSM,1333,8.0,45.0,299,1455,-10.0
11,3,2,F9,DEN,IND,1030,2.0,119.0,977,1451,12.0
11,3,2,VX,SFO,LAS,900,-1.0,71.0,414,1030,-1.0
11,4,3,OO,IAH,MSY,1015,0.0,44.0,305,1125,-3.0
11,4,3,EV,DFW,SAF,850,-5.0,84.0,551,944,-17.0
11,4,3,UA,IAH,SMF,1815,-8.0,216.0,1609,2031,-26.0
11,4,3,WN,LAX,SFO,1700,-3.0,60.0,337,1815,-4.0
11,5,4,MQ,ORD,OKC,1704,-3.0,124.0,693,1922,21.0
11,5,4,AA,DFW,MSP,1520,-7.0,105.0,852,1742,-25.0
11,5,4,WN,ATL,OAK,835,52.0,307.0,2130,1110,40.0
11,5,4,DL,ATL,JFK,1210,21.0,107.0,760,1440,16.0
11,6,5,UA,IAH,EWR,1745,9.0,158.0,1400,2214,10.0
11,6,5,WN,PHX,OMA,1955,-3.0,123.0,1037,2320,-12.0
11,6,5,WN,PHX,MSP,1955,-7.0,152.0,1276,2355,-23.0
11,6,5,WN,DEN,SLC,1940,58.0,57.0,391,2105,68.0
11,7,6,AA,PHX,SAN,1810,-5.0,47.0,304,1819,-9.0
11,7,6,UA,DEN,SAN,1904,-1.0,115.0,853,2029,-10.0
11,8,7,DL,ATL,LGA,1345,14.0,94.0,762,1610,-15.0
11,8,7,OO,SFO,ONT,1706,33.0,58.0,363,1832,35.0
11,8,7,DL,ATL,MIA,1002,12.0,86.0,594,1156,10.0
11,8,7,AA,DFW,MIA,500,-3.0,134.0,1121,838,-12.0
11,9,1,WN,ATL,PHL,1555,26.0,91.0,666,1755,14.0
11,9,1,MQ,ORD,FNT,1645,-9.0,36.0,223,1853,-16.0
11,9,1,UA,LAS,SFO,1031,35.0,74.0,414,1217,45.0
11,9,1,MQ,DFW,LCH,2210,-12.0,46.0,295,2323,-19.0
11,10,2,NK,IAH,DEN,1951,-11.0,121.0,862,2117,-15.0
11,10,2,EV,MSP,FAR,1527,-6.0,43.0,223,1640,-21.0
11,10,2,WN,PHX,DAL,1010,0.0,104.0,879,1325,-12.0
11,11,3,AA,ORD,BOS,700,-7.0,107.0,867,1019,-13.0
11,11,3,AA,ORD,SAN,715,-6.0,255.0,1723,941,8.0
11,11,3,EV,ATL,XNA,821,-4.0,92.0,589,921,-7.0
11,12,4,UA,ORD,LGA,800,-4.0,97.0,733,1109,-14.0
11,12,4,AA,PHX,CMH,1620,-3.0,176.0,1670,2154,-20.0
11,12,4,WN,DEN,PHX,2220,-2.0,92.0,602,15,-10.0
11,12,4,DL,ATL,IAD,2156,-2.0,68.0,534,2343,-25.0
11,13,5,UA,IAH,LAX,1930,11.0,187.0,1379,2120,-4.0
11,13,5,DL,ATL,MIA,859,0.0,82.0,594,1048,-2.0
11,13,5,DL,ATL,LAX,1230,20.0,266.0,1947,1430,14.0
11,14,6,EV,IAH,SDF,1916,-4.0,106.0,788,2228,-1.0
11,14,6,UA,PHX,ORD,1526,-1.0,171.0,1440,1954,-25.0
11,14,6,UA,ORD,RDU,2052,-4.0,86.0,646,2353,-21.0
11,15,7,WN,LAS,RNO,1845,27.0,58.0,345,2005,17.0
11,15,7,WN,SFO,LAX,1830,135.0,53.0,337,1950,143.0
11,15,7,VX,SFO,LAX,1530,-1.0,49.0,337,1650,-8.0
11,15,7,DL,ATL,LGA,745,1.0,97.0,762,1000,-21.0
11,16,1,AA,SFO,PHL,1045,-2.0,301.0,2521,1905,3.0
11,16,1,WN,DEN,SAT,1310,15.0,123.0,794,1615,25.0
11,16,1,DL,ATL,LAX,1633,0.0,269.0,1947,1840,-15.0
11,17,2,WN,LAS,SAT,1420,-1.0,128.0,1069,1855,27.0
11,17,2,OO,MSP,MOT,2154,0.0,62.0,449,2333,-8.0
11,17,2,WN,LAS,DAL,855,2.0,133.0,1067,1335,-2.0
11,18,3,UA,SFO,SEA,1349,-5.0,103.0,679,1603,7.0
11,18,3,MQ,DFW,MOB,1205,-6.0,78.0,539,1345,-1.0
11,18,3,DL,DEN,ATL,745,6.0,156.0,1199,1237,12.0
11,18,3,AA,DEN,DFW,1550,76.0,83.0,641,1846,66.0
11,19,4,DL,ATL,EYW,940,-3.0,90.0,646,1129,-7.0
11,19,4,MQ,ORD,BMI,1520,-4.0,24.0,116,1613,-12.0
11,19,4,F9,DEN,BIS,1335,-4.0,68.0,516,1604,-3.0
11,19,4,DL,PHX,MSP,805,-7.0,158.0,1276,1212,-11.0
11,20,5,MQ,ORD,CMI,1650,-6.0,28.0,135,1747,-14.0
11,20,5,DL,ATL,CAK,1305,34.0,72.0,528,1441,36.0
11,20,5,UA,DEN,PHX,1115,-1.0,91.0,602,1311,-1.0
11,20,5,UA,ORD,BDL,1733,-1.0,94.0,783,2042,-15.0
11,21,6,OO,ORD,MKE,1230,,,67,1314,
11,21,6,WN,LAS,PHX,1405,2.0,45.0,255,1615,-6.0
11,21,6,AA,DEN,CLT,810,161.0,140.0,1337,1328,145.0
11,22,7,WN,LAS,SAT,1030,-5.0,116.0,1069,1500,-17.0
11,22,7,AA,PHX,SNA,2110,-3.0,55.0,338,2132,-10.0
11,22,7,DL,ATL,SAV,1755,0.0,36.0,214,1900,7.0
11,23,1,UA,SFO,SNA,830,-6.0,63.0,372,1004,-19.0
11,23,1,AA,DFW,ELP,1020,-7.0,86.0,551,1108,-4.0
11,23,1,AA,ATL,DFW,1725,-3.0,113.0,731,1900,-20.0
11,24,2,OO,MSP,STL,1309,13.0,64.0,448,1446,9.0
11,24,2,OO,SFO,SEA,1949,-3.0,103.0,679,2158,5.0
11,24,2,MQ,DFW,OKC,1720,0.0,41.0,175,1818,-1.0
11,25,3,WN,DEN,PHX,955,-3.0,105.0,602,1150,4.0
11,25,3,DL,ORD,DTW,1825,2.0,58.0,235,2055,-7.0
11,25,3,OO,SFO,ONT,1911,-11.0,58.0,363,2037,-16.0
11,25,3,WN,LAS,BUF,1805,8.0,212.0,1986,115,-11.0
11,26,4,NK,IAH,SAN,2105,16.0,187.0,1303,2218,26.0
11,26,4,DL,ATL,MCO,755,-2.0,57.0,404,917,-6.0
11,27,5,OO,SFO,SMF,1619,-4.0,20.0,86,1708,-11.0
11,27,5,DL,ATL,HNL,1050,-4.0,560.0,4502,1552,-28.0
11,27,5,OO,MSP,ISN,1434,19.0,79.0,546,1630,-2.0
11,28,6,DL,LAX,SFO,1000,1.0,57.0,337,1123,5.0
11,28,6,WN,PHX,PHL,1150,-5.0,214.0,2075,1820,-41.0
11,28,6,DL,MSP,DTW,1752,-4.0,71.0,528,2034,-7.0
11,29,7,DL,ATL,MSY,1550,-2.0,65.0,425,1626,-15.0
11,29,7,DL,ATL,TRI,2305,-4.0,36.0,227,8,-11.0
11,29,7,AA,DFW,MSP,1200,34.0,101.0,852,1424,16.0
11,29,7,WN,DEN,OAK,1135,40.0,128.0,957,1315,27.0
11,30,1,EV,ORD,ATW,2053,-2.0,28.0,160,2151,-16.0
11,30,1,UA,ORD,LAX,2110,97.0,228.0,1744,2346,75.0
11,30,1,AA,LAS,DFW,600,-7.0,120.0,1055,1046,-7.0
11,30,1,WN,LAS,BUR,725,-4.0,45.0,223,830,-11.0
12,1,2,AA,PHX,IAH,59,4.0,109.0,1009,425,-12.0
12,1,2,AA,DFW,MIA,715,-1.0,130.0,1121,1102,-12.0
12,1,2,NK,LAX,ATL,1200,-1.0,211.0,1947,1910,-3.0
12,2,3,UA,IAH,PIT,715,-6.0,127.0,1117,1101,-12.0
12,2,3,EV,ATL,ILM,1259,-8.0,60.0,377,1415,-5.0
12,2,3,DL,MSP,ATL,1130,-4.0,127.0,907,1504,-11.0
12,3,4,UA,IAH,EWR,1315,38.0,165.0,1400,1749,14.0
12,3,4,WN,LAS,SLC,1530,7.0,52.0,368,1750,-6.0
12,3,4,OO,MSP,PSC,1936,-5.0,167.0,1254,2120,-28.0
12,3,4,MQ,DFW,ABI,1830,-7.0,38.0,158,1927,-3.0
12,4,5,EV,ATL,ILM,1259,-3.0,55.0,377,1415,-10.0
12,4,5,MQ,DFW,ABI,1330,-2.0,29.0,158,1423,0.0
12,4,5,MQ,ORD,IND,649,-2.0,38.0,177,851,-11.0
12,5,6,AA,DFW,SJU,705,-3.0,253.0,2165,1339,-3.0
12,5,6,UA,ORD,MCO,1054,-2.0,127.0,1005,1434,-16.0
12,5,6,AS,PHX,SEA,1935,1.0,162.0,1107,2139,8.0
12,6,7,EV,DFW,GPT,1210,-4.0,67.0,500,1347,-9.0
12,6,7,DL,ATL,LAX,1340,-2.0,257.0,1947,1547,-17.0
12,6,7,B6,SFO,JFK,700,-8.0,294.0,2586,1532,-24.0
12,7,1,OO,MSP,FSD,1115,-2.0,33.0,196,1220,1.0
12,7,1,AA,ATL,CLT,1535,-4.0,40.0,226,1648,-4.0
12,7,1,OO,MSP,GFK,1333,-5.0,50.0,284,1454,-15.0
12,8,2,WN,ATL,RIC,1600,-7.0,67.0,481,1730,-12.0
12,8,2,EV,ORD,FSD,1228,-6.0,72.0,462,1411,-9.0
12,8,2,DL,ATL,LAX,1930,-3.0,240.0,1947,2140,-29.0
12,9,3,WN,LAX,LAS,1555,33.0,38.0,236,1700,21.0
12,9,3,NK,LAS,BOS,2335,-13.0,261.0,2381,734,-30.0
12,9,3,AA,DFW,JFK,1150,4.0,182.0,1391,1620,-4.0
12,9,3,AA,DFW,FLL,1025,-7.0,136.0,1119,1407,-12.0
