student_id;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences
GP1471;M;18;U;GT3;T;2;2;other;other;reputation;mother;1;1;0;no;no;no;no;no;yes;yes;no;5;4;2;1;2;5;6
GP0528;F;18;U;GT3;T;3;3;services;services;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;no;5;3;4;1;1;4;8
GP3142;F;18;U;LE3;T;2;2;other;other;home;other;1;2;0;no;no;no;yes;no;yes;yes;yes;4;3;3;1;1;2;0
GP4950;F;18;R;GT3;T;2;2;at_home;other;course;mother;2;4;0;no;no;no;yes;yes;yes;no;no;4;4;4;1;1;4;6
GP7358;F;17;U;GT3;T;3;4;services;other;course;mother;1;3;0;no;no;no;no;yes;yes;yes;no;4;4;5;1;3;5;8
GP3296;F;17;U;GT3;T;3;2;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;yes;4;3;2;2;3;2;0
GP6562;F;18;U;LE3;T;3;3;services;services;home;mother;1;4;0;no;yes;no;no;yes;yes;yes;no;5;3;3;1;1;1;4
GP8565;F;17;R;GT3;A;3;2;other;other;home;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;3;3;2;3;2;0
GP6862;M;18;U;GT3;T;4;4;teacher;services;home;father;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;2;2;2;0
GP4976;M;18;U;LE3;T;3;4;services;other;home;mother;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;3;1;3;5;6
GP0037;F;17;U;GT3;A;2;2;at_home;at_home;home;father;1;2;0;no;yes;no;no;yes;yes;yes;yes;3;3;1;1;2;4;18
GP1592;F;18;U;GT3;T;2;3;at_home;other;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;3;3;1;2;3;0
GP6491;F;18;U;GT3;T;3;2;other;services;other;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;4;3;2;3;1;4
GP5861;M;18;R;GT3;T;4;3;teacher;services;course;mother;1;3;0;no;no;no;no;yes;yes;yes;yes;5;3;2;1;2;4;4
GP0169;M;18;U;GT3;T;4;3;teacher;other;course;mother;1;3;0;no;yes;no;no;yes;yes;yes;yes;5;4;5;2;3;5;0
GP3983;F;17;U;GT3;T;4;3;health;other;reputation;mother;1;3;0;no;yes;no;yes;yes;yes;yes;yes;4;4;3;1;3;4;0
GP6553;F;17;U;GT3;T;2;1;services;other;course;mother;2;2;0;no;yes;no;yes;yes;yes;yes;yes;4;3;4;2;2;1;10
GP4765;F;17;U;GT3;T;2;1;services;other;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;5;2;4;4;4
GP5319;F;19;U;LE3;A;2;3;at_home;other;home;other;2;1;1;no;no;no;no;yes;no;yes;no;2;2;3;3;4;5;16
GP7098;F;17;U;GT3;T;3;1;other;at_home;home;mother;1;1;1;no;yes;yes;no;yes;yes;yes;yes;4;1;2;1;1;3;6
GP6397;F;21;U;LE3;T;4;4;other;other;reputation;other;1;3;2;no;no;yes;yes;yes;yes;yes;no;3;3;2;1;1;5;0
GP4814;M;18;U;LE3;T;2;2;services;services;reputation;mother;1;2;0;no;yes;no;yes;no;no;yes;no;4;4;4;1;3;3;11
GP6510;M;18;U;LE3;A;3;4;other;other;reputation;other;1;2;0;no;no;no;yes;yes;yes;yes;yes;4;3;5;1;4;2;9
GP4460;F;17;U;GT3;T;2;2;services;services;reputation;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;4;1;3;4;0
GP0785;M;17;U;LE3;A;4;4;health;other;reputation;mother;1;3;0;no;yes;no;no;yes;yes;yes;no;4;4;2;1;2;4;2
GP6560;F;18;U;LE3;T;4;2;teacher;other;course;mother;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;2;2;1;1;3;0
GP6593;M;21;R;LE3;T;1;1;at_home;other;course;other;2;2;2;no;yes;no;yes;yes;no;yes;yes;5;3;3;5;2;4;21
GP1647;F;20;R;GT3;T;1;1;other;other;reputation;other;2;3;0;no;no;no;no;yes;yes;yes;yes;3;2;2;1;3;3;8
GP1744;F;19;U;GT3;T;4;4;teacher;other;home;other;1;1;1;no;yes;no;no;yes;yes;yes;yes;3;2;5;4;4;5;5
GP2990;M;17;U;LE3;A;3;2;other;other;reputation;mother;1;2;0;no;yes;no;no;yes;yes;yes;no;4;4;4;1;2;5;10
GP9880;F;18;U;GT3;T;3;2;at_home;other;reputation;father;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;3;4;1;2;2;5
GP1056;M;18;R;GT3;T;2;3;other;services;reputation;father;1;1;0;no;no;no;no;yes;yes;yes;no;3;1;3;4;5;4;13
GP5783;M;19;U;GT3;T;2;1;other;other;reputation;mother;1;1;0;no;no;no;no;yes;yes;yes;no;5;3;4;1;4;4;10
GP3240;F;18;U;LE3;A;2;2;services;other;reputation;mother;2;2;0;no;yes;no;no;yes;yes;yes;no;4;1;4;1;3;4;10
GP9897;F;20;U;GT3;T;1;0;other;other;reputation;mother;2;1;1;yes;no;no;no;yes;yes;yes;yes;5;3;1;1;1;5;5
GP9043;F;18;U;GT3;T;3;2;services;other;home;mother;1;2;0;no;yes;no;yes;no;yes;yes;yes;3;1;2;1;2;1;4
