INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
California Lutheran Univ.,Thousand Oaks,CA,0.0,0.0,0.0,1,550.0,550.0,0.0,2799.0,0.5098,0.0432,0.2547,0.0657,0.0114,0.0057,0.0272,0.0425,0.0397,0.0543,1,0.2722,0.5765,0.1326,51000,23000
California Polytechnic State Univ.-San Luis Obispo,San Luis Obispo,CA,0.0,0.0,0.0,0,595.0,630.0,0.0,19177.0,0.5872,0.006999999999999999,0.1516,0.1185,0.0016,0.002,0.0703,0.0148,0.047,0.0344,1,0.2012,0.3391,0.0359,61800,19166
Alliant International Univ.-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,236.0,0.2161,0.1102,0.3263,0.0212,0.0,0.0,0.0254,0.2458,0.0551,0.2161,1,0.1232,0.1592,0.1625,56000,3000
California State Univ.-Bakersfield,Bakersfield,CA,0.0,0.0,0.0,0,,,0.0,7524.0,0.1835,0.0638,0.5186,0.0678,0.006,0.0007,0.027999999999999997,0.0311,0.1005,0.099,1,0.626,0.4069,0.2056,46500,14875
California State Univ.-Stanislaus,Turlock,CA,0.0,0.0,0.0,0,,,0.0,7844.0,0.2585,0.0246,0.475,0.1121,0.0043,0.0073,0.0363,0.0268,0.0551,0.1462,1,0.6006,0.3966,0.203,43400,15761
California State Univ.-San Bernardino,San Bernardino,CA,0.0,0.0,0.0,0,440.0,450.0,0.0,16439.0,0.1588,0.0653,0.5831,0.0605,0.0016,0.0024,0.0259,0.0624,0.04,0.1065,1,0.6281,0.4476,0.2094,44600,17500
California State Polytechnic Univ.-Pomona,Pomona,CA,0.0,0.0,0.0,0,515.0,555.0,0.0,22269.0,0.2023,0.0329,0.3864,0.2459,0.0019,0.0024,0.0397,0.0476,0.0409,0.1161,1,0.4674,0.3963,0.1747,50700,18500
California State Univ.-Chico,Chico,CA,0.0,0.0,0.0,0,495.0,495.0,0.0,15844.0,0.4917,0.0213,0.2627,0.0592,0.0057,0.0015,0.0497,0.0342,0.0738,0.0695,1,0.4226,0.45899999999999996,0.1358,44400,16500
California State Univ.-Dominguez Hills,Carson,CA,0.0,0.0,0.0,0,,,0.0,12199.0,0.0835,0.1472,0.5732,0.0956,0.0018,0.0034,0.0274,0.0302,0.0376,0.2798,1,0.6047,0.3827,0.3762,42500,15594
California State Univ.-Fresno,Fresno,CA,0.0,0.0,0.0,0,450.0,460.0,0.0,20128.0,0.231,0.0353,0.4541,0.1518,0.0032,0.0024,0.0303,0.0429,0.049,0.1197,1,0.5699,0.3316,0.1628,43000,15993.5
California State Univ.-Fullerton,Fullerton,CA,0.0,0.0,0.0,0,500.0,525.0,0.0,32610.0,0.2397,0.0205,0.3857,0.2158,0.0018,0.0021,0.0423,0.0539,0.0382,0.1817,1,0.44299999999999995,0.3308,0.1981,45000,14944
California State Univ.-East Bay,Hayward,CA,0.0,0.0,0.0,0,,,0.0,12275.0,0.1725,0.1088,0.2831,0.2378,0.0019,0.0108,0.055999999999999994,0.0588,0.0702,0.1308,1,0.4758,0.3865,0.3269,51200,15880
California State Univ.-Long Beach,Long Beach,CA,0.0,0.0,0.0,0,515.0,540.0,0.0,31494.0,0.1998,0.038,0.3791,0.2318,0.005,0.0039,0.0458,0.0571,0.0395,0.1397,1,0.4974,0.3907,0.1708,46500,15446
California State Univ.-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,435.0,445.0,0.0,20643.0,0.0757,0.0423,0.6083,0.1581,0.001,0.0024,0.0173,0.0564,0.0385,0.1422,1,0.6629999999999999,0.3605,0.2574,43400,13645
California State Univ.-Northridge,Northridge,CA,0.0,0.0,0.0,0,455.0,460.0,0.0,35409.0,0.2446,0.0566,0.4181,0.1125,0.0015,0.0021,0.0331,0.0827,0.0489,0.1733,1,0.5227,0.3438,0.1936,43100,15000
California State Univ.-Sacramento,Sacramento,CA,0.0,0.0,0.0,0,465.0,475.0,0.0,26400.0,0.3028,0.0567,0.276,0.2112,0.0041,0.0091,0.0628,0.0181,0.0592,0.1934,1,0.5366,0.3994,0.2521,46100,16500
Univ. of California-Berkeley,Berkeley,CA,0.0,0.0,0.0,0,665.0,705.0,0.0,27126.0,0.2758,0.0209,0.1384,0.3509,0.0016,0.0027,0.0471,0.1373,0.0254,0.0297,1,0.3143,0.2698,0.0621,60800,14200
Univ. of California-Davis,Davis,CA,0.0,0.0,0.0,0,575.0,630.0,0.0,27547.0,0.2967,0.0209,0.1834,0.342,0.0017,0.0049,0.0539,0.0816,0.015,0.0274,1,0.4284,0.4191,0.0571,56400,14833
Univ. of California-Irvine,Irvine,CA,0.0,0.0,0.0,0,540.0,620.0,0.0,24474.0,0.1607,0.0178,0.2399,0.4071,0.0005,0.0041,0.040999999999999995,0.1174,0.0115,0.0142,1,0.4536,0.4349,0.0442,54500,17000
Univ. of California-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,645.0,680.0,0.0,29627.0,0.2784,0.0279,0.1964,0.2997,0.0014,0.0032,0.0476,0.1259,0.0194,0.0203,1,0.3588,0.3626,0.0532,59600,16126
Univ. of California-Riverside,Riverside,CA,0.0,0.0,0.0,0,545.0,585.0,0.0,18784.0,0.1384,0.0453,0.3616,0.3595,0.0018,0.0037,0.0382,0.0412,0.0103,0.0184,1,0.5752,0.5538,0.0473,47200,19500
Univ. of California-San Diego,La Jolla,CA,0.0,0.0,0.0,0,615.0,695.0,0.0,24801.0,0.2247,0.0117,0.1623,0.3849,0.0013,0.0034,0.0475,0.1473,0.0169,0.026000000000000002,1,0.4006,0.4124,0.0605,59000,19000
Univ. of California-San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,126500,PrivacySuppressed
Univ. of California-Santa Barbara,Santa Barbara,CA,0.0,0.0,0.0,0,595.0,640.0,0.0,20237.0,0.3654,0.0214,0.2534,0.1903,0.0011,0.001,0.0842,0.0563,0.0269,0.016,1,0.3806,0.423,0.0222,51400,16800
Univ. of California-Santa Cruz,Santa Cruz,CA,0.0,0.0,0.0,0,550.0,580.0,0.0,16277.0,0.3465,0.0196,0.3155,0.2035,0.0015,0.0017,0.07400000000000001,0.0216,0.016,0.0278,1,0.4598,0.5458,0.0447,43000,19884
Sofia Univ.,Palo Alto,CA,0.0,0.0,0.0,0,,,0.0,16.0,0.5,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.25,,1,,,0.8,,PrivacySuppressed
California Beauty School,Modesto,CA,0.0,0.0,0.0,0,,,0.0,93.0,0.6129,0.0108,0.3441,0.0215,0.0108,0.0,0.0,0.0,0.0,0.3226,1,0.5267,0.5133,0.1667,PrivacySuppressed,9704
California Christian College,Fresno,CA,0.0,0.0,0.0,1,,,0.0,16.0,0.4375,0.125,0.3125,0.0,0.0625,0.0,0.0625,0.0,0.0,0.1875,1,0.5161,0.4194,0.5,PrivacySuppressed,PrivacySuppressed
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,442.0,0.0317,0.009000000000000001,0.0113,0.0271,0.0045,0.0023,0.0113,0.0,0.9027,0.0,1,0.3722,0.5358,0.544,34000,12931
California Hair Design Academy,La Mesa,CA,0.0,0.0,0.0,0,,,0.0,195.0,0.2462,0.0769,0.5949,0.0359,0.0,0.0,0.0308,0.0,0.0154,0.0,1,0.5159,0.5446,0.3288,17800,6777.5
California Institute of the Arts,Valencia,CA,0.0,0.0,0.0,0,,,0.0,946.0,0.3975,0.0698,0.1353,0.129,0.0042,0.0085,0.0751,0.0951,0.0856,0.0095,1,0.3226,0.598,0.1035,32100,29200
The California Maritime Academy,Vallejo,CA,0.0,0.0,0.0,0,,,0.0,1047.0,0.5435,0.0181,0.171,0.0888,0.0029,0.0038,0.1051,0.0067,0.0602,0.0525,1,0.3435,0.5895,0.1847,79400,26000
California Western School of Law,San Diego,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,83100,PrivacySuppressed
Canada College,Redwood City,CA,0.0,0.0,0.0,0,,,0.0,5142.0,0.2808,0.0387,0.4605,0.1243,0.0025,0.0158,0.0348,0.0193,0.0233,0.7958,1,0.1492,0.013000000000000001,0.5086,31700,PrivacySuppressed
College of the Canyons,Santa Clarita,CA,0.0,0.0,0.0,0,,,0.0,15204.0,0.3583,0.0454,0.4553,0.0798,0.0019,0.0018,0.0455,0.0081,0.0039,0.599,1,0.2137,0.0357,0.3363,34400,10490
Career Academy of Beauty,Garden Grove,CA,0.0,0.0,0.0,0,,,0.0,157.0,0.5287,0.0255,0.2994,0.1146,0.0,0.0127,0.0,0.0,0.0191,0.5414,1,0.5836,0.5563,0.4551,18900,6333
Casa Loma College-Van Nuys,Van Nuys,CA,0.0,0.0,0.0,0,,,0.0,446.0,0.2197,0.1435,0.4888,0.1368,0.0,0.0022,0.0067,0.0,0.0022,0.0,1,0.7701,0.7281,0.4868,46500,18320
CET-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,253.0,0.2213,0.1502,0.5771,0.0079,0.0079,0.0316,0.004,0.0,0.0,0.3715,1,0.5969,0.3922,0.633,21700,5402
CET-Sobrato,San Jose,CA,0.0,0.0,0.0,0,,,0.0,327.0,0.052000000000000005,0.0214,0.8746,0.0306,0.0031,0.0061,0.0122,0.0,0.0,0.0031,1,0.5589,0.4019,0.5072,21700,5402
CET-El Centro,El Centro,CA,0.0,0.0,0.0,0,,,0.0,260.0,0.0115,0.0,0.9846,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,1,0.3157,0.0728,0.5897,21700,5402
CET-San Bernardino,San Bernardino,CA,0.0,0.0,0.0,0,,,0.0,116.0,0.2414,0.1034,0.5776,0.0,0.0259,0.0345,0.0172,0.0,0.0,0.0,1,0.6955,0.5409,0.6117,21700,5402
CET-Watsonville,Watsonville,CA,0.0,0.0,0.0,0,,,0.0,96.0,0.0,0.0104,0.9792,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,1,0.3518,0.1206,0.2727,21700,5402
CET-Salinas,Salinas,CA,0.0,0.0,0.0,0,,,0.0,54.0,0.0185,0.0,0.9815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2536,0.087,0.4462,21700,5402
Cerritos College,Norwalk,CA,0.0,0.0,0.0,0,,,0.0,18171.0,0.0777,0.0518,0.6792,0.0917,0.0213,0.0045,0.0158,0.0087,0.0494,0.6246,1,0.3847,0.0388,0.3346,31000,7000
Cerro Coso Comm. College,Ridgecrest,CA,0.0,0.0,0.0,0,,,0.0,4314.0,0.4648,0.0427,0.3829,0.0336,0.0155,0.0019,0.0542,0.0007,0.0037,0.7909,1,0.2087,0.0,0.5359,25900,PrivacySuppressed
Chabot College,Hayward,CA,0.0,0.0,0.0,0,,,0.0,11968.0,0.1845,0.1204,0.3646,0.2339,0.0026,0.017,0.0586,0.0049,0.0136,0.682,1,0.2354,0.0162,0.3939,33800,10000
Chaffey College,Rancho Cucamonga,CA,0.0,0.0,0.0,0,,,0.0,17284.0,0.1835,0.0841,0.6032,0.0566,0.0021,0.0031,0.0328,0.0098,0.0248,0.6964,1,0.3467,0.0,0.3058,27900,PrivacySuppressed
Chapman Univ.,Orange,CA,0.0,0.0,0.0,1,595.0,605.0,0.0,6211.0,0.6049,0.0132,0.1431,0.1029,0.0027,0.0032,0.0602,0.0394,0.0303,0.0367,1,0.2007,0.6461,0.0303,50100,21000
Charles R Drew Univ. of Medicine and Science,Los Angeles,CA,1.0,0.0,0.0,0,,,0.0,69.0,0.087,0.3188,0.2029,0.1014,0.0,0.0,0.2029,0.0145,0.0725,0.057999999999999996,1,0.5176,0.7529,0.6471,56900,25000
Concordia Univ.-Irvine,Irvine,CA,0.0,0.0,0.0,1,510.0,520.0,0.0,1884.0,0.4628,0.0324,0.1783,0.0626,0.0042,0.0048,0.0387,0.0419,0.1741,0.0695,1,0.2933,0.6581,0.1528,42500,22589
San Diego Christian College,Santee,CA,0.0,0.0,0.0,1,495.0,480.0,0.0,940.0,0.4574,0.1372,0.1989,0.0223,0.0043,0.0128,0.0383,0.0223,0.1064,0.1032,1,0.5336,0.8845,0.4126,33900,20000
Church Divinity School of the Pacific,Berkeley,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Citrus College,Glendora,CA,0.0,0.0,0.0,0,,,0.0,11388.0,0.1992,0.0394,0.5962,0.086,0.0019,0.0014,0.0289,0.0394,0.0075,0.5828,1,0.3228,0.0237,0.2495,28100,6954
Citrus Heights Beauty College,Citrus Heights,CA,0.0,0.0,0.0,0,,,0.0,105.0,0.7238,0.0095,0.1238,0.0095,0.0,0.0095,0.0571,0.0,0.0667,0.0,1,0.4,0.0,0.2292,,PrivacySuppressed
City College of San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,21683.0,0.2317,0.079,0.2333,0.3421,0.0024,0.006999999999999999,0.046,0.0398,0.0187,0.6639,1,0.2443,0.0521,0.5429,36300,9500
Claremont Graduate Univ.,Claremont,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,59400,PrivacySuppressed
Claremont McKenna College,Claremont,CA,0.0,0.0,0.0,0,705.0,730.0,0.0,1293.0,0.4277,0.0418,0.1183,0.1021,0.0008,0.0008,0.0773,0.1671,0.0642,0.0008,1,0.1178,0.0935,0.003,66400,13500
Milan Institute-Visalia,Visalia,CA,0.0,0.0,0.0,0,,,0.0,352.0,0.1477,0.0284,0.7727,0.0142,0.0114,0.0114,0.0,0.0028,0.0114,0.0,1,0.6782,0.6195,0.3672,23300,9322
Clovis Adult Education,Clovis,CA,0.0,0.0,0.0,0,,,0.0,617.0,0.2674,0.0324,0.4182,0.2075,0.0032,0.0486,0.0,0.0,0.0227,0.4165,1,0.2081,0.0,0.7089,33900,PrivacySuppressed
Coastline Comm. College,Fountain Valley,CA,0.0,0.0,0.0,0,,,0.0,9503.0,0.3216,0.1204,0.262,0.2224,0.0076,0.0037,0.0371,0.0059,0.0194,0.8445,1,0.1716,0.0391,0.6964,27100,5500
Cogswell College,San Jose,CA,0.0,0.0,0.0,0,,,0.0,607.0,0.4168,0.0428,0.1697,0.1499,0.0016,0.0231,0.1071,0.0066,0.0824,0.2043,1,0.5065,0.5887,0.2056,52700,34247
Coleman Univ.,San Diego,CA,0.0,0.0,0.0,0,,,0.0,512.0,0.4922,0.0801,0.1875,0.1406,0.0078,0.0078,0.0039,0.0234,0.0566,0.1816,1,0.7457,0.7938,0.7143,43700,28355
COBA Academy,Orange,CA,0.0,0.0,0.0,0,,,0.0,36.0,0.5,0.0,0.4722,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6,0.6,0.25,PrivacySuppressed,11670.5
Western Univ. of Health Sciences,Pomona,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,128800,PrivacySuppressed
Columbia College,Sonora,CA,0.0,0.0,0.0,0,,,0.0,2191.0,0.7567,0.0096,0.1511,0.0164,0.0215,0.0037,0.0288,0.0,0.0123,0.6581,1,0.305,0.0,0.358,23700,PrivacySuppressed
Columbia College-Hollywood,Tarzana,CA,0.0,0.0,0.0,0,,,0.0,307.0,0.4365,0.1889,0.2085,0.0326,0.0,0.0,0.0554,0.0619,0.0163,0.1205,1,0.5191,0.7229,0.207,30600,30829
El Camino College-Compton Center,Compton,CA,0.0,0.0,0.0,0,,,0.0,6734.0,0.0296,0.3515,0.5303,0.0459,0.0015,0.0067,0.0276,0.0024,0.0046,0.7132,1,0.2747,0.0,0.4134,30200,4514
Contra Costa College,San Pablo,CA,0.0,0.0,0.0,0,,,0.0,5333.0,0.1097,0.2248,0.3705,0.1894,0.0019,0.0064,0.0531,0.0281,0.0161,0.648,1,0.266,0.0173,0.3783,29700,PrivacySuppressed
Cosumnes River College,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,13378.0,0.2532,0.1327,0.2358,0.2701,0.0055,0.0192,0.0591,0.0071,0.0173,0.7379,1,0.2533,0.0483,0.3812,27600,9500
Crafton Hills College,Yucaipa,CA,0.0,0.0,0.0,0,,,0.0,5152.0,0.4082,0.0415,0.4365,0.0499,0.0043,0.0025,0.0526,0.0017,0.0027,0.6159,1,0.2319,0.0,0.2772,32000,PrivacySuppressed
Cuesta College,San Luis Obispo,CA,0.0,0.0,0.0,0,,,0.0,7864.0,0.6152,0.0127,0.2701,0.0323,0.0056,0.0017,0.0509,0.0036,0.008,0.5324,1,0.1735,0.0514,0.3057,32000,10146.5
Cuyamaca College,El Cajon,CA,0.0,0.0,0.0,0,,,0.0,7588.0,0.4613,0.0579,0.3313,0.0605,0.0041,0.0049,0.0598,0.0053,0.015,0.7335,1,0.2587,0.0114,0.4006,26700,PrivacySuppressed
Cypress College,Cypress,CA,0.0,0.0,0.0,0,,,0.0,14817.0,0.2058,0.0426,0.4404,0.2268,0.0024,0.0045,0.0357,0.0113,0.0306,0.6589,1,0.28600000000000003,0.0216,0.3071,33500,9500
De Anza College,Cupertino,CA,0.0,0.0,0.0,0,,,0.0,20317.0,0.2063,0.0334,0.2547,0.3497,0.0015,0.0038,0.0467,0.0953,0.0087,0.4787,1,0.1849,0.0415,0.3141,41900,PrivacySuppressed
Marinello Schools of Beauty-Hemet,Hemet,CA,0.0,0.0,0.0,0,,,0.0,1142.0,0.3774,0.1007,0.4405,0.0359,0.0105,0.0035,0.0053,0.0018,0.0245,0.2601,0,0.8035,0.6842,0.3902,12500,9940
International School of Beauty Inc,Palm Desert,CA,0.0,0.0,0.0,0,,,0.0,220.0,0.1773,0.0591,0.65,0.0136,0.0136,0.0045,0.0818,0.0,0.0,0.0,1,0.4077,0.405,0.4541,PrivacySuppressed,7010
Dell'Arte International School of Physical Theatre,Blue Lake,CA,0.0,0.0,0.0,0,,,0.0,24.0,0.5,0.0833,0.0833,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,1,0.0333,0.1667,0.0,PrivacySuppressed,PrivacySuppressed
College of the Desert,Palm Desert,CA,0.0,0.0,0.0,0,,,0.0,8937.0,0.2055,0.0299,0.6682,0.0312,0.0041,0.0019,0.0223,0.0276,0.0092,0.6005,1,0.4563,0.0,0.331,30100,5500
Design Institute of San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,171.0,0.614,0.0526,0.1754,0.0702,0.0,0.0,0.0,0.0819,0.0058,0.3801,1,0.4807,0.6685,0.4254,32400,39020.5
Diablo Valley College,Pleasant Hill,CA,0.0,0.0,0.0,0,,,0.0,18314.0,0.3846,0.0542,0.2275,0.1531,0.0019,0.0043,0.0759,0.0851,0.0134,0.5974,1,0.158,0.0137,0.3267,38800,PrivacySuppressed
Dominican Univ. of California,San Rafael,CA,0.0,0.0,0.0,0,520.0,525.0,0.0,1448.0,0.3287,0.0401,0.2106,0.2023,0.0041,0.011000000000000001,0.0449,0.0145,0.1436,0.1685,1,0.3306,0.6988,0.2127,51700,27000
Dominican School of Philosophy & Theology,Berkeley,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
East Los Angeles College,Monterey Park,CA,0.0,0.0,0.0,0,,,0.0,32173.0,0.0709,0.0444,0.6459,0.1024,0.002,0.0019,0.0036,0.0219,0.1071,0.762,1,0.2592,0.0137,0.5135,30400,8000
Marinello Schools of Beauty-Santa Clara,Santa Clara,CA,0.0,0.0,0.0,0,,,0.0,547.0,0.2176,0.1261,0.5192,0.0932,0.011000000000000001,0.0037,0.0037,0.0018,0.0238,0.2029,0,0.7522,0.7040000000000001,0.3675,PrivacySuppressed,9835.5
El Camino Comm. College District,Torrance,CA,0.0,0.0,0.0,0,,,0.0,22082.0,0.1354,0.1539,0.4962,0.1302,0.0014,0.0049,0.0447,0.0262,0.006999999999999999,0.628,1,0.2751,0.0,0.2998,30200,4514
Elegance International,Hollywood,CA,0.0,0.0,0.0,0,,,0.0,374.0,0.2246,0.107,0.4947,0.0321,0.0107,0.0027,0.0909,0.0107,0.0267,0.0,1,0.6917,0.7744,0.3512,14000,6333
Marinello Schools of Beauty-Burbank,Burbank,CA,0.0,0.0,0.0,0,,,0.0,426.0,0.3474,0.1244,0.4742,0.0235,0.0047,0.0023,0.0235,0.0,0.0,0.2277,0,0.8094,0.7196,0.40299999999999997,14000,10215.5
Marinello Schools of Beauty-Moreno Valley,Moreno Valley,CA,0.0,0.0,0.0,0,,,0.0,258.0,0.2093,0.1628,0.5465,0.031,0.0155,0.0039,0.0155,0.0,0.0155,0.0543,0,0.8969,0.7851,0.3976,13800,10014.5
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Empire College,Santa Rosa,CA,0.0,0.0,0.0,0,,,0.0,411.0,0.5255,0.0316,0.3796,0.0243,0.0122,0.0243,0.0024,0.0,0.0,0.0195,1,0.3215,0.4458,0.611,33100,16500
Evergreen Valley College,San Jose,CA,0.0,0.0,0.0,0,,,0.0,7325.0,0.0796,0.0296,0.4057,0.3825,0.0042,0.0051,0.0269,0.0049,0.0614,0.6602,1,0.3182,0.0153,0.3615,33300,9500
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,3142.0,0.3533,0.0554,0.2253,0.1171,0.0035,0.0073,0.0306,0.1419,0.0656,0.1174,1,0.3085,0.5698,0.1425,35400,12000
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,527.0,0.35100000000000003,0.0342,0.2372,0.1935,0.0057,0.0228,0.0398,0.0607,0.055,0.1214,1,0.3328,0.6295,0.1695,35400,12000
Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,0.0,0.0,0.0,0,,,0.0,156.0,0.4551,0.0192,0.2564,0.1154,0.0064,0.0256,0.0641,0.0256,0.0321,0.0385,1,0.4159,0.7709999999999999,0.0748,35400,12000
Feather River Comm. College District,Quincy,CA,0.0,0.0,0.0,0,,,0.0,1543.0,0.5554,0.1393,0.175,0.0298,0.0227,0.0123,0.0032,0.0259,0.0363,0.5237,1,0.2646,0.1681,0.44,23000,9492.5
Federico Beauty Institute,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,283.0,0.4417,0.0707,0.3675,0.0565,0.0141,0.0071,0.0389,0.0,0.0035,0.2721,1,0.6235,0.6612,0.4146,23000,8398
Fielding Graduate Univ.,Santa Barbara,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Five Branches Univ.,Santa Cruz,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Redondo Beach Beauty College,Redondo Beach,CA,0.0,0.0,0.0,0,,,0.0,37.0,0.1351,0.0811,0.2703,0.4865,0.0,0.0,0.027000000000000003,0.0,0.0,0.3784,1,0.1414,0.0101,,,PrivacySuppressed
Foothill College,Los Altos Hills,CA,0.0,0.0,0.0,0,,,0.0,13478.0,0.3394,0.0385,0.231,0.2253,0.0019,0.0068,0.0525,0.0888,0.0158,0.6186,1,0.0889,0.0413,0.4095,43800,14000
Franciscan School of Theology,Oceanside,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Fredrick and Charles Beauty College,Eureka,CA,0.0,0.0,0.0,0,,,0.0,73.0,0.8082,0.0274,0.0548,0.0,0.0822,0.0274,0.0,0.0,0.0,0.0822,1,0.6296,0.0,0.2892,PrivacySuppressed,PrivacySuppressed
Fresno City College,Fresno,CA,0.0,0.0,0.0,0,,,0.0,19770.0,0.2341,0.0591,0.5094,0.1477,0.0057,0.0019,0.0262,0.0003,0.0157,0.63,1,0.3851,0.0227,0.344,25900,4500
Fresno Pacific Univ.,Fresno,CA,0.0,0.0,0.0,1,510.0,500.0,0.0,2605.0,0.3681,0.0541,0.4184,0.0388,0.0104,0.0069,0.02,0.02,0.0633,0.1459,1,0.5617,0.6761,0.4482,38200,19972.5
Fuller Theological Seminary in California,Pasadena,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,PrivacySuppressed,PrivacySuppressed
Fullerton College,Fullerton,CA,0.0,0.0,0.0,0,,,0.0,22990.0,0.2326,0.0312,0.5158,0.1368,0.0027,0.0035,0.0319,0.0123,0.0332,0.6219,1,0.2421,0.0259,0.2501,32100,PrivacySuppressed
Gavilan College,Gilroy,CA,0.0,0.0,0.0,0,,,0.0,4754.0,0.3054,0.0227,0.561,0.0524,0.0048,0.004,0.0185,0.0008,0.0303,0.609,1,0.2713,0.017,0.4194,25200,9500
Gemological Institute of America-Carlsbad,Carlsbad,CA,0.0,0.0,0.0,0,,,0.0,215.0,0.3349,0.0186,0.0605,0.0884,0.0093,0.0,0.0372,0.0,0.4512,0.0,1,0.0951,0.1995,0.401,38100,PrivacySuppressed
Glendale Career College,Glendale,CA,0.0,0.0,0.0,0,,,0.0,346.0,0.1792,0.0578,0.5578,0.1301,0.0,0.0029,0.0,0.0,0.0723,0.0,1,0.8117,0.7213,0.3072,28300,9500
Golden Gate Univ.-San Francisco,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,482.0,0.2697,0.1183,0.1618,0.1535,0.0041,0.0394,0.0394,0.0145,0.1992,0.7905,1,0.2653,0.6695,0.8779,65600,25818.5
Golden West College,Huntington Beach,CA,0.0,0.0,0.0,0,,,0.0,11466.0,0.3108,0.0201,0.3143,0.2718,0.0031,0.0051,0.0447,0.018000000000000002,0.0121,0.6238,1,0.2733,0.0236,0.2968,30400,5500
Graduate Theological Union,Berkeley,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
Grossmont College,El Cajon,CA,0.0,0.0,0.0,0,,,0.0,16357.0,0.41100000000000003,0.0665,0.3254,0.0835,0.0026,0.0048,0.0647,0.0317,0.0098,0.6258,1,0.22,0.018000000000000002,0.3247,32500,4500
Salon Success Academy-Riverside,Riverside,CA,0.0,0.0,0.0,0,,,0.0,27.0,0.1111,0.1111,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7885,0.6731,0.3,10900,13361
Hartnell College,Salinas,CA,0.0,0.0,0.0,0,,,0.0,9161.0,0.14800000000000002,0.0207,0.6786,0.0444,0.0019,0.0035,0.0191,0.0007,0.0831,0.625,1,0.2883,0.0,0.4227,30500,PrivacySuppressed
Harvey Mudd College,Claremont,CA,0.0,0.0,0.0,0,724.0,770.0,0.0,802.0,0.4389,0.0162,0.0998,0.2082,0.005,0.0,0.0623,0.1247,0.0449,0.0025,1,0.1388,0.4027,0.0025,67200,26000
Heald College-Rancho Cordova,Rancho Cordova,CA,0.0,0.0,0.0,1,,,0.0,854.0,0.1827,0.1183,0.0913,0.0574,0.0117,0.0211,0.0211,0.0,0.4965,0.1581,0,0.8688,0.7882,0.4957,33700,11676
Heald College-Fresno,Fresno,CA,0.0,0.0,0.0,1,,,0.0,1301.0,0.1322,0.0776,0.6018,0.0669,0.0092,0.0031,0.0054,0.0,0.1038,0.1683,0,0.915,0.7873,0.435,28200,11676
Heald College-San Jose,Milpitas,CA,0.0,0.0,0.0,1,,,0.0,1254.0,0.0622,0.0255,0.299,0.1292,0.0064,0.0104,0.0287,0.0,0.4386,0.2504,0,0.7704,0.7657,0.5117,41600,11676
